trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.0878736507455879, 'e': 0.1757473014911758}",25,11,23.500238085555182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.086994914238132, 'e': 0.173989828476264}",20,16,5.990773388455855,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.0861249650957507, 'e': 0.1722499301915014}",25,6,7.23886809835403,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.08526371544479318, 'e': 0.17052743088958636}",25,8,-21.867393021954054,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.08441107829034525, 'e': 0.1688221565806905}",20,5,-0.3502963585218133,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.0835669675074418, 'e': 0.1671339350148836}",25,8,-5.43349230678536,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
180,False,"{'a': 0.08273129783236738, 'e': 0.16546259566473476}",30,8,29.837977402947768,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.08190398485404371, 'e': 0.16380796970808742}",20,0,-4.240846333419175,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
182,False,"{'a': 0.08108494500550327, 'e': 0.16216989001100654}",25,7,-25.92899544012403,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
183,False,"{'a': 0.08027409555544823, 'e': 0.16054819111089647}",20,0,-13.031987064213268,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
184,False,"{'a': 0.07947135459989375, 'e': 0.1589427091997875}",20,0,-24.890547711384738,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
185,False,"{'a': 0.07867664105389481, 'e': 0.15735328210778962}",20,2,28.077696238964382,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.07788987464335587, 'e': 0.15577974928671173}",20,0,-24.625704313704272,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
187,False,"{'a': 0.0771109758969223, 'e': 0.1542219517938446}",30,0,24.980405615840688,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.07633986613795309, 'e': 0.15267973227590617}",20,0,13.19948347211996,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
189,False,"{'a': 0.07557646747657355, 'e': 0.1511529349531471}",25,8,26.405492363912618,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.07482070280180782, 'e': 0.14964140560361563}",25,0,28.193109426058008,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.07407249577378973, 'e': 0.14814499154757946}",20,2,11.293666364240956,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.07333177081605184, 'e': 0.14666354163210368}",25,0,-7.463779595514993,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
193,False,"{'a': 0.07259845310789131, 'e': 0.14519690621578263}",20,10,7.587255053941162,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.0718724685768124, 'e': 0.1437449371536248}",25,13,-0.8533166873104938,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.07115374389104429, 'e': 0.14230748778208857}",20,8,0.8045874010653555,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
196,False,"{'a': 0.07044220645213384, 'e': 0.14088441290426768}",20,12,14.45602572170089,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.0697377843876125, 'e': 0.139475568775225}",25,14,1.3233697275332839,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.06904040654373637, 'e': 0.13808081308747275}",20,12,11.343408256041041,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.068350002478299, 'e': 0.136700004956598}",20,11,16.570252838858803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.06766650245351602, 'e': 0.13533300490703204}",30,7,-2.1899024168321573,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.06698983742898086, 'e': 0.13397967485796172}",30,0,45.59879551025538,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.06631993905469105, 'e': 0.1326398781093821}",25,15,-5.737724584995539,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
203,False,"{'a': 0.06565673966414413, 'e': 0.13131347932828827}",20,10,20.068509381077043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.0650001722675027, 'e': 0.1300003445350054}",25,11,26.92431640251643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.06435017054482767, 'e': 0.12870034108965533}",20,16,4.950957487534511,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.0637066688393794, 'e': 0.1274133376787588}",20,0,-15.117105941255495,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
207,False,"{'a': 0.06306960215098559, 'e': 0.12613920430197118}",30,8,-10.654182782936443,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
208,False,"{'a': 0.06243890612947574, 'e': 0.12487781225895148}",25,3,31.616125907624067,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.06181451706818098, 'e': 0.12362903413636196}",20,0,10.114313811398022,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
210,False,"{'a': 0.06119637189749917, 'e': 0.12239274379499834}",25,19,9.856198728850186,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.060584408178524174, 'e': 0.12116881635704835}",25,9,-53.86948023284708,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
212,False,"{'a': 0.059978564096738934, 'e': 0.11995712819347787}",25,8,21.912010006307966,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.059378778455771546, 'e': 0.11875755691154309}",25,0,16.632067077689918,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
214,False,"{'a': 0.05878499067121383, 'e': 0.11756998134242766}",20,0,31.735937864661263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.05819714076450169, 'e': 0.11639428152900338}",25,15,19.8597120182053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.05761516935685667, 'e': 0.11523033871371334}",25,0,-57.31049410223388,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
217,False,"{'a': 0.0570390176632881, 'e': 0.1140780353265762}",30,0,-59.037637350191105,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 2}",1
218,False,"{'a': 0.05646862748665522, 'e': 0.11293725497331045}",25,15,-25.033091119307763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.05590394121178867, 'e': 0.11180788242357734}",20,4,13.185564953136836,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.05534490179967078, 'e': 0.11068980359934157}",20,12,-16.35453285371459,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
221,False,"{'a': 0.05479145278167408, 'e': 0.10958290556334815}",20,0,18.26712262026903,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
222,False,"{'a': 0.05424353825385733, 'e': 0.10848707650771466}",30,16,17.51025838786341,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.05370110287131876, 'e': 0.10740220574263752}",20,3,28.76998951105508,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.05316409184260557, 'e': 0.10632818368521114}",25,13,12.150316772176716,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.052632450924179515, 'e': 0.10526490184835903}",20,3,29.514396784160606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.05210612641493772, 'e': 0.10421225282987544}",25,0,33.29469488878183,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.051585065150788346, 'e': 0.10317013030157669}",25,15,19.175795591317247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.05106921449928046, 'e': 0.10213842899856092}",20,0,-11.34025605994259,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
229,False,"{'a': 0.050558522354287656, 'e': 0.10111704470857531}",20,14,-31.052186356662652,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.050052937130744775, 'e': 0.10010587426148955}",25,0,34.92328089101422,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.04955240775943733, 'e': 0.09910481551887466}",25,0,16.359529546061058,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
232,False,"{'a': 0.04905688368184295, 'e': 0.0981137673636859}",20,8,20.292206224255693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.04856631484502452, 'e': 0.09713262969004904}",20,15,10.485949822085555,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.04808065169657428, 'e': 0.09616130339314856}",20,12,13.493592275456795,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.04759984517960854, 'e': 0.09519969035921708}",20,12,6.359429671263003,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.04712384672781245, 'e': 0.0942476934556249}",25,19,8.35922213985427,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.04665260826053433, 'e': 0.09330521652106866}",20,11,17.519936995731065,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.04618608217792898, 'e': 0.09237216435585796}",20,9,19.50423362677917,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.04572422135614969, 'e': 0.09144844271229938}",25,3,27.545078453217887,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.0452669791425882, 'e': 0.0905339582851764}",30,8,28.910150545752096,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.04481430935116231, 'e': 0.08962861870232462}",25,4,28.413651663474795,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.04436616625765069, 'e': 0.08873233251530138}",30,17,24.674977499392426,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.04392250459507418, 'e': 0.08784500919014836}",35,0,57.46518984129768,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 0.04348327954912344, 'e': 0.08696655909824688}",30,0,-8.936488863466858,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
245,False,"{'a': 0.0430484467536322, 'e': 0.0860968935072644}",20,0,28.445941682977477,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.04261796228609588, 'e': 0.08523592457219176}",20,10,19.48917623555572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.04219178266323492, 'e': 0.08438356532646984}",30,13,25.291856063909112,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.041769864836602576, 'e': 0.08353972967320515}",30,20,17.765144154636136,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.04135216618823655, 'e': 0.0827043323764731}",20,4,25.751724017164094,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.04093864452635418, 'e': 0.08187728905270836}",20,0,3.990710568356356,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
251,False,"{'a': 0.04052925808109064, 'e': 0.08105851616218128}",30,2,38.628249403345386,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.04012396550027973, 'e': 0.08024793100055946}",20,0,15.301797409936029,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
253,False,"{'a': 0.03972272584527693, 'e': 0.07944545169055386}",25,3,29.47298859421746,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.039325498586824166, 'e': 0.07865099717364833}",25,0,32.47266761368218,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.03893224360095592, 'e': 0.07786448720191184}",25,14,18.30264947900295,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.03854292116494636, 'e': 0.07708584232989273}",20,8,22.875604853035117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.0381574919532969, 'e': 0.0763149839065938}",20,11,11.206588582805168,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.03777591703376393, 'e': 0.07555183406752786}",20,11,16.622989713194222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.03739815786342629, 'e': 0.07479631572685258}",20,0,28.391428344154416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.03702417628479203, 'e': 0.07404835256958406}",20,0,29.206114169611805,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.036653934521944105, 'e': 0.07330786904388821}",20,3,17.68365402686771,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.03628739517672466, 'e': 0.07257479035344933}",35,5,8.828424288662678,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.035924521224957415, 'e': 0.07184904244991483}",20,11,16.579958882643385,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.03556527601270784, 'e': 0.07113055202541568}",20,0,12.520942342287249,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
265,False,"{'a': 0.035209623252580764, 'e': 0.07041924650516153}",25,18,11.078190787819315,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.03485752702005496, 'e': 0.06971505404010991}",30,18,8.161757742802937,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.034508951749854404, 'e': 0.06901790349970881}",20,0,-32.40808198439589,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
268,False,"{'a': 0.03416386223235586, 'e': 0.06832772446471172}",25,1,33.37993313012689,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.0338222236100323, 'e': 0.0676444472200646}",20,16,8.766489096782884,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.03348400137393198, 'e': 0.06696800274786396}",25,11,26.29714955360185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.03314916136019266, 'e': 0.06629832272038531}",25,15,-24.21729864751868,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.032817669746590734, 'e': 0.06563533949318147}",25,16,15.29549133726346,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.032489493049124823, 'e': 0.06497898609824965}",30,1,18.209538593446823,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.03216459811863358, 'e': 0.06432919623726716}",20,12,13.16459014101461,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.03184295213744724, 'e': 0.06368590427489448}",20,8,21.575603654154055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.03152452261607277, 'e': 0.06304904523214554}",20,0,24.261609095761873,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.03120927738991204, 'e': 0.06241855477982408}",20,0,30.599321439980343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.03089718461601292, 'e': 0.06179436923202584}",30,21,17.334199245953833,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.03058821276985279, 'e': 0.06117642553970558}",20,8,11.217887683773288,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.030282330642154263, 'e': 0.06056466128430853}",25,14,7.589609696336811,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.02997950733573272, 'e': 0.05995901467146544}",25,0,18.69961848002889,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
282,False,"{'a': 0.029679712262375393, 'e': 0.059359424524750785}",20,13,14.031048799036363,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.029382915139751636, 'e': 0.05876583027950327}",20,11,17.045433401491156,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.02908908598835412, 'e': 0.05817817197670824}",20,13,11.901739561978726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.02879819512847058, 'e': 0.05759639025694116}",20,9,-19.40602702652583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
286,False,"{'a': 0.028510213177185873, 'e': 0.057020426354371746}",25,14,3.603771407492739,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.028225111045414013, 'e': 0.05645022209082803}",20,0,32.72094032821736,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.027942859934959874, 'e': 0.05588571986991975}",20,6,23.34550384470626,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.027663431335610274, 'e': 0.05532686267122055}",25,6,36.8673930061993,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.02738679702225417, 'e': 0.05477359404450834}",20,3,-11.362965360079412,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
291,False,"{'a': 0.02711292905203163, 'e': 0.05422585810406326}",20,6,11.338177943432509,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.026841799761511315, 'e': 0.05368359952302263}",30,8,36.945448100153946,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.0265733817638962, 'e': 0.0531467635277924}",30,13,31.829687233557316,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.02630764794625724, 'e': 0.05261529589251448}",20,1,30.200942690468825,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.026044571466794664, 'e': 0.05208914293358933}",20,2,-15.665511097955008,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
296,False,"{'a': 0.02578412575212672, 'e': 0.05156825150425344}",20,14,11.642690417155784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.02552628449460545, 'e': 0.0510525689892109}",25,11,22.230990438347195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.025271021649659397, 'e': 0.050542043299318794}",25,6,21.099956892014927,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.025018311433162802, 'e': 0.050036622866325604}",25,16,17.479782115049076,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.024768128318831174, 'e': 0.04953625663766235}",25,15,5.687287585458348,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.02452044703564286, 'e': 0.04904089407128572}",25,3,34.20076267603849,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.024275242565286435, 'e': 0.04855048513057287}",20,0,31.196341420889922,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.02403249013963357, 'e': 0.04806498027926714}",30,12,-7.888151264412812,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
304,False,"{'a': 0.023792165238237233, 'e': 0.047584330476474465}",25,11,26.06851521568612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.02355424358585486, 'e': 0.04710848717170972}",25,0,-32.03792621975201,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
306,False,"{'a': 0.02331870114999631, 'e': 0.04663740229999262}",20,0,21.256107723493855,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
307,False,"{'a': 0.023085514138496348, 'e': 0.046171028276992696}",30,15,17.328292919261113,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.022854658997111383, 'e': 0.045709317994222766}",25,0,34.035707421876126,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.02262611240714027, 'e': 0.04525222481428054}",20,2,30.645588342547875,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.02239985128306887, 'e': 0.04479970256613774}",30,0,34.31374878730982,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
311,False,"{'a': 0.022175852770238178, 'e': 0.044351705540476356}",25,16,15.32387741787329,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.021954094242535797, 'e': 0.043908188485071595}",25,0,33.880137337201255,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.021734553300110437, 'e': 0.04346910660022087}",25,1,36.128464399331484,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.021517207767109334, 'e': 0.04303441553421867}",25,16,9.699882240332412,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.02130203568943824, 'e': 0.04260407137887648}",20,9,21.030672147951577,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.021089015332543856, 'e': 0.04217803066508771}",20,5,-7.307778223275123,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
317,False,"{'a': 0.02087812517921842, 'e': 0.04175625035843684}",30,16,22.97403946924417,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.020669343927426233, 'e': 0.041338687854852466}",25,0,41.66048504285722,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.020462650488151973, 'e': 0.040925300976303945}",30,16,25.76748985629825,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.02025802398327045, 'e': 0.0405160479665409}",20,0,29.54937916798428,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.020055443743437748, 'e': 0.040110887486875496}",20,5,28.25070062868508,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
